WAV,AA_sF1,AE_sF1,AH_sF1,AO_sF1,AR_sF1,AW_sF1,AX_sF1,AY_sF1,B_sF1,CH_sF1,D_sF1,DH_sF1,EH_sF1,EL_sF1,ER_sF1,EY_sF1,F_sF1,G_sF1,H_sF1,HH_sF1,IH_sF1,IY_sF1,JH_sF1,K_sF1,L_sF1,M_sF1,N_sF1,NG_sF1,OW_sF1,OY_sF1,P_sF1,R_sF1,S_sF1,SH_sF1,T_sF1,TH_sF1,UH_sF1,UW_sF1,V_sF1,W_sF1,Y_sF1,Z_sF1,ZH_sF1,AA_sF2,AE_sF2,AH_sF2,AO_sF2,AR_sF2,AW_sF2,AX_sF2,AY_sF2,B_sF2,CH_sF2,D_sF2,DH_sF2,EH_sF2,EL_sF2,ER_sF2,EY_sF2,F_sF2,G_sF2,H_sF2,HH_sF2,IH_sF2,IY_sF2,JH_sF2,K_sF2,L_sF2,M_sF2,N_sF2,NG_sF2,OW_sF2,OY_sF2,P_sF2,R_sF2,S_sF2,SH_sF2,T_sF2,TH_sF2,UH_sF2,UW_sF2,V_sF2,W_sF2,Y_sF2,Z_sF2,ZH_sF2,AA_sF3,AE_sF3,AH_sF3,AO_sF3,AR_sF3,AW_sF3,AX_sF3,AY_sF3,B_sF3,CH_sF3,D_sF3,DH_sF3,EH_sF3,EL_sF3,ER_sF3,EY_sF3,F_sF3,G_sF3,H_sF3,HH_sF3,IH_sF3,IY_sF3,JH_sF3,K_sF3,L_sF3,M_sF3,N_sF3,NG_sF3,OW_sF3,OY_sF3,P_sF3,R_sF3,S_sF3,SH_sF3,T_sF3,TH_sF3,UH_sF3,UW_sF3,V_sF3,W_sF3,Y_sF3,Z_sF3,ZH_sF3,AA_sF4,AE_sF4,AH_sF4,AO_sF4,AR_sF4,AW_sF4,AX_sF4,AY_sF4,B_sF4,CH_sF4,D_sF4,DH_sF4,EH_sF4,EL_sF4,ER_sF4,EY_sF4,F_sF4,G_sF4,H_sF4,HH_sF4,IH_sF4,IY_sF4,JH_sF4,K_sF4,L_sF4,M_sF4,N_sF4,NG_sF4,OW_sF4,OY_sF4,P_sF4,R_sF4,S_sF4,SH_sF4,T_sF4,TH_sF4,UH_sF4,UW_sF4,V_sF4,W_sF4,Y_sF4,Z_sF4,ZH_sF4,AA_sB1,AE_sB1,AH_sB1,AO_sB1,AR_sB1,AW_sB1,AX_sB1,AY_sB1,B_sB1,CH_sB1,D_sB1,DH_sB1,EH_sB1,EL_sB1,ER_sB1,EY_sB1,F_sB1,G_sB1,H_sB1,HH_sB1,IH_sB1,IY_sB1,JH_sB1,K_sB1,L_sB1,M_sB1,N_sB1,NG_sB1,OW_sB1,OY_sB1,P_sB1,R_sB1,S_sB1,SH_sB1,T_sB1,TH_sB1,UH_sB1,UW_sB1,V_sB1,W_sB1,Y_sB1,Z_sB1,ZH_sB1,AA_sB2,AE_sB2,AH_sB2,AO_sB2,AR_sB2,AW_sB2,AX_sB2,AY_sB2,B_sB2,CH_sB2,D_sB2,DH_sB2,EH_sB2,EL_sB2,ER_sB2,EY_sB2,F_sB2,G_sB2,H_sB2,HH_sB2,IH_sB2,IY_sB2,JH_sB2,K_sB2,L_sB2,M_sB2,N_sB2,NG_sB2,OW_sB2,OY_sB2,P_sB2,R_sB2,S_sB2,SH_sB2,T_sB2,TH_sB2,UH_sB2,UW_sB2,V_sB2,W_sB2,Y_sB2,Z_sB2,ZH_sB2,AA_sB3,AE_sB3,AH_sB3,AO_sB3,AR_sB3,AW_sB3,AX_sB3,AY_sB3,B_sB3,CH_sB3,D_sB3,DH_sB3,EH_sB3,EL_sB3,ER_sB3,EY_sB3,F_sB3,G_sB3,H_sB3,HH_sB3,IH_sB3,IY_sB3,JH_sB3,K_sB3,L_sB3,M_sB3,N_sB3,NG_sB3,OW_sB3,OY_sB3,P_sB3,R_sB3,S_sB3,SH_sB3,T_sB3,TH_sB3,UH_sB3,UW_sB3,V_sB3,W_sB3,Y_sB3,Z_sB3,ZH_sB3,AA_sB4,AE_sB4,AH_sB4,AO_sB4,AR_sB4,AW_sB4,AX_sB4,AY_sB4,B_sB4,CH_sB4,D_sB4,DH_sB4,EH_sB4,EL_sB4,ER_sB4,EY_sB4,F_sB4,G_sB4,H_sB4,HH_sB4,IH_sB4,IY_sB4,JH_sB4,K_sB4,L_sB4,M_sB4,N_sB4,NG_sB4,OW_sB4,OY_sB4,P_sB4,R_sB4,S_sB4,SH_sB4,T_sB4,TH_sB4,UH_sB4,UW_sB4,V_sB4,W_sB4,Y_sB4,Z_sB4,ZH_sB4
latinousa_adapt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9919909123692758,0.5587956467168714,,,,,,,,1.0276925079221364,2.0279927159209157,,,,,,,,8.717067281728175,1.810495963091119,,,,,,6.0222395833333335,1.6628263907551732,,,2.0032781588172535,,,,1.7735700647878943,,,1.6763835449218747,5.917593099345625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latinousa_forgranted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9786871588623964,,,,,,2.80245123350545,,,1.23827723772251,,,,2.337253826984692,1.4324819335937498,4.633978768956296,2.7722555764579413,,,0.3845120800651176,,,3.663271363930189,,,1.7876453333333335,,3.5190814341704164,,,5.157264128494942,,,1.5671403640457864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latinousa_joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.700790080738179,,1.1786264101939776,,,0.5106796464405161,,,,1.7372913195377586,,2.732361487687231,,,1.9148790011469081,0.6084898141384629,,6.164124886877824,,1.1147614641668697,,0.3414139682969788,,,0.7906138613861386,,,,,,,,0.19122885160680525,,,0.23953885135135142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
likeavirgin_findlove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7472019077479007,,,,,1.3847655621301775,,,6.3265306122448965,,3.7295861678004534,,,,1.6767980559412814,,9.351003333333333,,,0.7708594082840238,,,1.393605684183143,5.923525,2.8118582296824055,,1.9123378941106488,,15.063320987654318,,2.5396801399476616,,,,,,2.578841107266436,14.119950052029138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
likeavirgin_girls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2561696092045234,,,,,,,,,5.145490648743427,,,0.1866505463375152,,,4.7191217414673465,,,0.46280468142968134,,,2.076416580578513,0.46989767496066653,,,1.7154865787856013,,,,,,,,,,,,0.6192692107609992,,2.920177756309624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
likeavirgin_journey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9549510173074384,,,,,,,,7.474748558246828,,,1.8384765020820935,2.760312956555171,,1.0773999167533819,,,,,,0.6128695809684823,0.6781091113841113,13.32438416666666,8.207210588935158,,6.077866974240678,1.6711303168402776,,0.430524598692033,,,1.4446980757786152,1.3794927999999995,9.607767481767487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manenough_likeandfollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5042893281586195,1.5884540590324994,0.6945960098612127,,,,,0.806222919321635,,,2.3813088378906246,,1.594777835587929,,0.5483984924283397,,3.6772022160664806,,,,1.1970408492340767,0.16177571022727275,,1.705298775510204,0.4894509851975296,,1.0839058503401362,,0.7786328946025917,,2.1224206619707635,,1.8551200312333977,,28.209737777777782,,,1.7037398543184183,11.013021604938272,3.2108913511849795,0.40582555555555544,1.0439631973140493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manenough_mywork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5567324224605096,,,,,0.772339258780435,,,2.882349184575521,2.794194444444444,,,0.5155518237082068,,,,,,1.9604030285381482,,,1.3316756369100475,,0.951200752485891,1.1460164359861595,1.2756002352710518,,,,4.298406863717516,,,1.0496884947296128,2.5037286746205667,,0.5461747831432279,3.7403093396787623,0.36609312731177673,,3.6431060813900333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mattwalsh_case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5853291041906963,3.0414294782781184,,,,,,,,1.4413246376811595,4.06463629373318,,,1.273220209639928,,,,,,,,3.001150464919696,,,4.895617489589531,,,,,2.1389253014410348,6.908772731560082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
officeladies_break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5324597107438023,,,,,0.7779590629917265,1.3689735619291779,,1.3800646341463414,,,,,0.3200595587733078,,,,,0.22211167800453518,0.46800289590001504,,0.8231921985496143,,,,2.161380853277836,,,,1.2475404267673107,,5.88113136574074,6.143453641494222,1.3461303999999996,1.42289,,,1.4384848484848485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
officeladies_gladtohear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3030523526230394,1.6076493055555552,,,,,1.0373989158163262,6.893875533428168,,2.6138863771564553,0.9055177544138068,,,,0.4624610937680657,,5.366301531846278,,1.9455733610822057,1.4881151020408165,2.3858512790005952,,,1.5956962904185679,1.2729853680841337,,,,,,1.4624507042253523,3.819959020618556,,1.374180914256198,,,0.7016059095763619,,,1.0391787153990864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
officeladies_team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7357013229445664,,,,,,,,,1.5364612980769223,0.6227293595679014,,0.7450890108812864,0.5553557134075541,,,,,,0.16854426380721785,,,0.5736122879636393,0.21505409861206967,0.40601546698393803,,2.079127066512879,,,2.2634424016087333,3.2723172446226583,,7.303895487246574,,,,,,,1.0570384829583421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pants_newperson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5218359801644592,,,,,1.3274560116873633,,,,,,,2.1391467764060357,,2.410939390359168,,,,,3.7635432000000004,,4.4044175295858,2.968474519230768,,0.2578563575567654,,,,1.2972884522608663,,2.2422104245189445,,,,,1.3952642033498859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pants_perfectmedicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8666171057049541,,,,,,,,13.776600000000002,,1.6988520144628103,,3.050848955951838,,3.19445804988662,,,,0.7517712989957888,,,6.07159400826446,,5.557852387511478,0.34735243777201846,,,,1.5478199035812679,,7.785802314196705,,9.524044321329638,,,,,1.1767157064471878,,0.3612193902558574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queerified_beenaround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.10234644628099,,,0.895542880136814,,,0.9244816481994462,,0.45586723998925016,,0.33621919703578634,,0.22145090900480097,,2.8665439618644064,,,,0.343472348719102,,,,1.285723665939298,,1.9261473394248856,,,,,0.79849984499969,0.34618489653319,,0.4458787938901011,,2.788439012345679,,1.2545831256674973,1.7127136820925548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queery_environmentraised_edited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.942158425154528,1.594797634897017,,,,,2.4074073563098692,,,4.676783268679372,2.24989114658926,,,4.268427797595455,0.8701319698076455,,,,,0.5958221962669306,1.2867919063677837,,9.401496071829408,,1.3726621058893516,0.7095761381845601,,,,,0.9287371966561159,,,2.127993640883339,,,,1.209008270321361,2.153687180865359,,1.3183275375512065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queery_learnmore_edited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.903325255102038,3.299572265625,2.52107499264778,,,,0.5771278566481991,1.047876374564579,,2.661188658962644,,,,3.1116037037037048,,,,,,,,,13.897028767979988,3.2951330455995502,0.1565517965180886,3.602261437908496,,,,,1.163110359558563,3.1797435090965127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queery_neededyears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6126399221453287,,,,,,0.6892952917334337,,,1.1157618055555552,1.4395377967513534,,,,,,,,,0.8777762509130748,0.17857811951774846,,1.118301224489796,,,1.7985552662721893,1.0771685718640445,,,,0.3370077743378053,,,9.76469135802469,3.37010594811774,,,,1.7933177226813592,0.4218950757004173,1.604466831275721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
songexploder_formyself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.348619123189843,0.8352734629281257,,,,,1.2134787094067614,,,5.437136228435457,,1.4895269013869836,,2.567029293200753,,1.3294312805474109,,,1.4227135958955783,0.3577050495049507,,,,0.5840610133412539,0.2790112631973374,0.19136512103951597,,,,,0.2623014637184679,1.7495073105216563,,1.092704947199266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
songexploder_youthink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0150876614195496,,,,,4.916860315604911,,,4.28603598599203,,,,,,,,,3.101644854253421,2.294553056516725,6.859057232049947,,2.584611585002976,5.806479289940828,,,7.464230814991075,,,,2.491809637120761,,,6.23476817867036,6.311435210834101,,1.9981897506925208,8.873990150815636,2.835546305931322,15.673637681159418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stillprocessing_ignorethefact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46864412735054056,1.4209288105867357,1.1224705436746105,,,,,,,,1.736352947579239,,,,,4.548803138824522,1.031003460207613,,1.5756230571902818,0.46157924734271744,,,5.84501989116157,,,0.29963238675385945,4.940568537988495,,,2.377934918457552,0.7955581188118811,,,0.7198500434027776,,,,,,,3.486006736068584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stillprocessing_rightmoment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1846909612192549,2.2368841003165327,,,,,0.6373074998436234,,,,0.9193719281663518,,,,,,0.7479515121630508,,,0.2532098052162429,0.46054679386547526,,2.48910762117347,,0.6775898186409549,4.193844140392625,0.557612456747405,1.4063717282619348,,,1.1962124015907798,6.075052888279227,,1.3293120935009055,3.3690487654320975,,,,,,0.47146074506939367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmgw_fourblocks2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.833014784331657,,5.6268819444444444,1.8766930398572286,,,,0.6816848082341441,2.018182154882154,,,,,,,0.6583414371140084,7.333706592956593,,,,2.4175820838139175,,,2.219395663956639,1.1207788594435424,,,,,,,1.0782733136253697,10.94647491349481,,,,,,3.71498988697204,1.6901058855146462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmgw_togetherfriends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7771458503401367,2.4566859078590793,,,,,0.9649191761855311,1.8189760816984688,,7.134885802469136,1.1874873125720877,0.6283575009729634,,1.2312039608742906,0.8321464715744556,8.422500346260387,1.9567743175701653,,,1.368535436671239,,,3.505765340668643,,1.8829256099980158,1.1063715839276884,1.5641108906962897,,,,8.491112307692307,,,9.141935277777781,4.1085185546875,,,1.3483630232096806,,,2.230960298009999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trixiekatya_perfectgift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.118456010928962,,,,,,,,,2.1114567796610166,4.837847107438017,,3.6216364883401924,,2.0096048133516082,8.677848333333333,,,0.9326848517423637,,,7.031361600000001,,,,,,,1.437219590366594,2.087899375,,,4.406235371215967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
